KODE,NAMA_PRODUK,LOKASI,QTY_STOK,UNIT,TAHUN
V0000119,VICKS FORMULA JAHE MADU 56ML,ETL3A,5.0,BOTOL,2021
V000025,VESPERUM TAB,RAK1,12.0,STRIP,2021
V000085,VOSEA,RAK1,8.0,STRIP,2021
V000090,VITAZYM PLUS 10'S,ETL1,3.0,STRIP,2021
V000092,VERCING 12'S,ETL2,29.0,BOTOL,2021
V000093,VERCING 30'S,ETL2,14.0,BOTOL,2021
W0000001,WAISAN,ETL1,264.0,SACHET,2021
W0000002,WOODS ANTITUSIF 100ML,ETL3A,5.0,BOTOL,2021
W0000003,WOODS ANTITUSIF 60ML,ETL3A,13.0,BOTOL,2021
W0000004,WOODS EXP 100ML,ETL3A,7.0,BOTOL,2021
W0000005,WOODS EXP 60ML,ETL3A,11.0,BOTOL,2021
W0000008,WOODS PERMEN HONEY LEMON,ETL2,2.0,SACHET,2021
W0000009,WWZ,ETL5B,4.0,PCS,2021
W000001,WALKER SELLA,LOKER,1.0,PCS,2021
W0000012,WHITE-NENG,ETL2,1.0,TUBE,2021
W0000019,WOODS PERMEN CHERY,ETL2,8.0,PCS,2021
W0000020,WIROS 20MG,RAK1,29.0,STRIP,2021
W0000027,WELMOVE,ETL1,14.0,STRIP,2021
W0000029,WINATIN,RAK1,9.0,STRIP,2021
W0000030,WYBERT HERBAL SYR 60ML,ETL3A,2.0,BOTOL,2021
W0000031,WOODS PERMEN LEMON,ETL2,2.0,PCS,2021
W0000032,MADU WELLERYROYAL JELLY 650ML,ETL1,11.0,BOTOL,2021
X0000001,XENICAL,RAK1,20.0,TABLET,2021
X0000002,XON-CE,ETL5B,226.0,STRIP,2021
Y0000007,YOU C 1000 LEMON (BELING),SC,12.0,BOTOL,2021
Y0000009,YEKATRIZOL F,RAK1,3.0,STRIP,2021
Y000001,YUSIMOX SYR,RAK4,4.0,BOTOL,2021
Y000003,YUSIMOX FORTE SYR,RAK4,4.0,BOTOL,2021
Y000004,YAKULT,SC,97.0,BOTOL,2021
Y000006,YUSIMOX TAB,RAK1,20.0,STRIP,2021
Y000009,Y-RINS NEW,ETL2,4.0,BOTOL,2021
Y000011,YOU C1000 MANGO 140ML (BELING),SC,12.0,BOTOL,2021
Y0009,YOU C-1000 WATER,SC,3.0,BOTOL,2021
Z0000002,ZORALIN,RAK1,160.0,TABLET,2021
Z0000007,ZINK DISPERSIBEL TAB,ETL1,11.0,STRIP,2021
Z0000008,ZEE COKLAT 200ML,SC,4.0,KOTAK,2021
Z0000009,ZEE STRAWBERRY 200ML,SC,9.0,KOTAK,2021
Z000001,ZESTMAAG,ETL2,1.0,BOTOL,2021
Z0000011,ZHENG GU SHUI 60ML,ETL2,2.0,PCS,2021
Z0000012,ZINK DISPERSIBEL SYR,ETL1,3.0,BOTOL,2021
Z0000013,ZEGAVIT,ETL1,19.0,STRIP,2021
Z0000014,ZELONA TAB,RAK1,9.0,STRIP,2021
Z000003,ZELIRIS CR,RAK3,4.0,TUBE,2021
Z000007,ZORALIN CR,RAK3,5.0,TUBE,2021
Z000009,ZEVASK,RAK1,9.0,STRIP,2021
A000001,ANATON TAB,ETL1,13.0,STRIP,2022
A00001,ACTIVED HIJAU,ETL3A,2.0,BOTOL,2022
A000012,APIALYS SYR 100 ML,ETL3A,2.0,BOTOL,2022
A000014,ALKOHOL 1000 ML,ETL3B,3.0,BOTOL,2022
A000016,ALLOPURINOL 300,RAK2,10.0,STRIP,2022
A000018,ATORVASTATIN 10MG,RAK2,12.0,STRIP,2022
A00002,ACTIVED KUNING,ETL3A,2.0,BOTOL,2022
A000028,ANFLAT SYR 100ML,ETL1,2.0,BOTOL,2022
A000029,ANFLAT TAB,ETL1,19.0,STRIP,2022
A00003,ACTIVED MERAH,ETL3A,1.0,BOTOL,2022
A00004,ACYCLOVIR 200MG,RAK2,12.0,STRIP,2022
A000040,MEFIX 500MG,RAK1,7.0,STRIP,2022
A00005,ACYCLOVIR 400MG,RAK2,26.0,STRIP,2022
A000066,ANDALAN KB FE,RAK4,22.0,STRIP,2022
A000069,ALKOHOL SWEP,ETL3B,200.0,PSG,2022
A00007,AFITSON NO.1 18 G,ETL2,2.0,POT,2022
A000073,ASEPSO MOISTURE CARE,ETL5B,2.0,PCS,2022
A000076,ALOFAR 300MG,RAK1,11.0,STRIP,2022
A000078,ARKAVIT BOX,ETL1,11.0,STRIP,2022
A00008,AKURAT,ETL3B,38.0,PCS,2022
A00009,ALBOTHYL 10ML,RAK4,2.0,BOTOL,2022
A00010,ALBOTHYL 5ML,RAK4,1.0,BOTOL,2022
A000101,ALKOHOL PAD AVICO,ETL3B,300.0,PCS,2022
A00013,ALLERON,ETL1,36.0,STRIP,2022
A00014,ALLETROL TM 5 ML,RAK4,3.0,FLS,2022
A00015,ALLOPURINOL 100MG,RAK2,50.0,STRIP,2022
A000156,ANDALAN INTIMATE,ETL5B,20.0,BOTOL,2022
A000159,ACIFAR 200MG TAB,RAK1,9.0,STRIP,2022
A00016,ALPARA,ETL1,26.0,STRIP,2022
A000160,ACIFAR 400MG TAB,RAK1,5.0,STRIP,2022
A000165,AMUNIZER BTL 140ML,SC,3.0,KLG,2022
A000175,ANYTIME EARLOOP BLACK 5'S,ETL3B,3.0,PCS,2022
A000177,ANAK SUMANG 200'S,ETL1,220.0,SACHET,2022
A00018,AMBROXOL 30MG,RAK2,7.0,STRIP,2022
A000183,ANTIHEMOROID SUPP,KULKAS,26.0,PCS,2022
A000184,AIR MANCUR PROLINU,ETL1,10.0,STRIP,2022
A000185,AIR MANCUR SEHAT PRIA,ETL1,8.0,STRIP,2022
A000189,ANTANGIN GOOD NIGHT,ETL5A,11.0,STRIP,2022
A00019,AMLODIPINE 10MG,RAK2,71.0,STRIP,2022
A00020,AMLODIPINE 5MG,RAK2,87.0,STRIP,2022
A000209,THERMOMETER AVICO,ETL5B,6.0,PCS,2022
A00021,AMOXICILIN 500MG,RAK2,122.0,STRIP,2022
A00023,AMOXSAN 500MG,RAK1,100.0,TABLET,2022
A00024,AMOXSAN D.S 60ML,RAK4,2.0,BOTOL,2022
A00025,AMOXSAN FORTE D.S,RAK4,1.0,BOTOL,2022
A00026,AMPICILIN 500MG,RAK2,6.0,STRIP,2022
A00028,ANAKONIDIN SYR 60ML,ETL3A,10.0,BOTOL,2022
A00029,ANDALAN LAKTASI,RAK4,24.0,STRIP,2022
A00032,ANTANGIN ANAK,ETL5B,52.0,SACHET,2022
A00033,ANTANGIN CAIR,ETL5B,181.0,SACHET,2022
A00034,ANTANGIN TAB,ETL5B,63.0,STRIP,2022
A00035,ANTASIDA DOEN,ETL1,320.0,TABLET,2022
A00036,ANTIMO ANAK JERUK,ETL1,35.0,SACHET,2022
A00037,ANTIMO ANAK STRAW,ETL1,20.0,SACHET,2022
A00038,ANTIMO TAB,ETL1,66.0,STRIP,2022
A00039,ASAM MEFENAMAT 500MG,RAK2,22.0,STRIP,2022
A00042,ACYCLOVIR 5% CR,RAK3,18.0,TUBE,2022
A00043,ANDALAN CO 12'S,ETL3B,11.0,DUS,2022
A00045,ANLENE GOLD VANILLA 250GR,ETL5A,3.0,BOX,2022
A00046,ANLENE GOLD COKLAT 250GR,ETL5A,1.0,BOX,2022
A00047,APIALYS DROPS,ETL3A,2.0,BOTOL,2022
A00048,AVAIL HIJAU,ETL5B,21.0,PCS,2022
A00049,AVAIL BIRU,ETL5B,14.0,PCS,2022
A00050,AMBEVEN,ETL1,14.0,STRIP,2022
A00052,AVAIL MERAH,ETL5B,6.0,PCS,2022
A00053,AUGENTONIC 5 ML,ETL2,1.0,FLS,2022
A00055,ALOFAR 100MG,RAK1,11.0,STRIP,2022
A00056,ALKOHOL 70% 300ML,ETL3B,6.0,BOTOL,2022
A00060,ARMSLING M,ETL4,3.0,PCS,2022
A00067,ANLENE ACTIFIT COKLAT,ETL5A,1.0,DUS,2022
A00072,ASEPSO,ETL5B,10.0,PCS,2022
A00073,ANDALAN TESTPACK AMP,ETL3B,35.0,AMPLOP,2022
A00077,ACLONAC GEL 20G,ETL2,1.0,BOX,2022
A00083,ANTASIDA DOEN SUSP 60ML,ETL1,7.0,BOTOL,2022
A000897,ALERZIN TAB,RAK1,21.0,STRIP,2022
A00091,ARMACORT,RAK3,7.0,TUBE,2022
A00092,ALLERIN EXP 60 ML,ETL3A,5.0,BOTOL,2022
A00100,ALKOHOL 70% 100ML,ETL3B,16.0,BOTOL,2022
A00101,AUTOCLICK + JARUM,MEJA,2.0,PCS,2022
A00103,AQUA MARIS DAILY NASSAL 30ML,ETL2,1.0,BOTOL,2022
A00107,ALLERGEN TAB,ETL1,54.0,STRIP,2022
A00111,ADEM SARI CHING KU,SC,10.0,KLG,2022
A00112,ANACETIN SYR,ETL3A,4.0,BOTOL,2022
A00116,ASIFIT 700MG KAPLET,ETL5A,4.0,STRIP,2022
A00118,ANASTAN FORTE,RAK1,34.0,STRIP,2022
A00121,ACNES GEL,ETL2,3.0,TUBE,2022
A00122,ADEM SARI SENSACOOLS,ETL4,27.0,SACHET,2022
A00123,VITAMIN C 50MG,ETL1,13.0,STRIP,2022
A00126,ACNOL 10GR,ETL2,4.0,TUBE,2022
A0013,ALTAMED PLASTER,ETL5B,200.0,PCS,2022
A00131,AMBROXOL SYR,RAK4,6.0,BOTOL,2022
A00132,AMOXSAN DROP,RAK4,2.0,BOTOL,2022
A00133,ACNOL LOTION 10ML,ETL2,2.0,PCS,2022
A00135,ASMASOLON,ETL1,9.0,STRIP,2022
A00136,ANFUHEX TAB,RAK1,3.0,STRIP,2022
A00137,ANFUHEX CR,ETL2,5.0,TUBE,2022
A00138,ACNES FC CREAMYWASH,ETL2,2.0,TUBE,2022
A00141,ASICUM,ETL2,3.0,BOTOL,2022
A00142,ALBENDAZOLE KF,RAK2,9.0,STRIP,2022
A00148,AKURAT COMPACT,ETL3B,3.0,PCS,2022
A00158,ACIFAR,RAK3,6.0,TUBE,2022
A00160,ATORVASTATIN 20MG,RAK2,8.0,STRIP,2022
A00161,ACETYLCYSTEINE 200MG,RAK2,18.0,STRIP,2022
A00167,ACITRAL 10'S,ETL1,6.0,STRIP,2022
A00168,ARKAVIT C,ETL1,10.0,STRIP,2022
A00169,ADEM SARI SACHET 8'S,ETL3B,16.0,PCS,2022
A00170,ACITRAL SUSPENSI 120ML,ETL1,2.0,BOTOL,2022
A00175,ANAKONIDIN 30ML,ETL3A,9.0,BOTOL,2022
A00176,ANAKONIDIN OBH 30ML,ETL3A,7.0,BOTOL,2022
A00179,ANDALAN OVULATION,ETL3B,7.0,PCS,2022
A00180,ANATON SYR,ETL3A,4.0,BOTOL,2022
A00181,ALERHIS KAPLET 10MG,ETL1,8.0,STRIP,2022
A00186,AUGENTONIC TM 15ML,ETL2,1.0,BOTOL,2022
A00187,AMBESIP,ETL1,8.0,STRIP,2022
A00188,ALPHAMOL TABLET 500MG,ETL1,1.0,STRIP,2022
A00190,ASPILET CHEWABLE,RAK1,10.0,STRIP,2022
A00191,ALLETROL SM,RAK4,4.0,TUBE,2022
A00192,ALKOHOL MEDSWAB ONEMED,ETL5B,50.0,PCS,2022
A00193,ALLERCYL TAB 4S,ETL1,26.0,STRIP,2022
A00194,ANDALAN POSTPIL,RAK4,2.0,DUS,2022
A00195,ANYTIME MEDIGUARD 50S KARET,ETL3B,25.0,PCS,2022
A00196,AZITHROMYCIN 500MG NOVEL,RAK2,15.0,STRIP,2022
A00200,ALODAN 100 MG,RAK1,17.0,STRIP,2022
A00201,ALODAN 300MG,RAK1,8.0,STRIP,2022
A00202,AXAPROFEN KAPLET ',ETL1,13.0,STRIP,2022
A00203,ANTALINU,ETL3B,34.0,PCS,2022
A00204,ANTANGIN CAIR 5'S,ETL5B,30.0,SACHET,2022
A00205,ANTANGIN HABBATUSAUDA CAIR 5'S,ETL5B,30.0,SACHET,2022
A00206,ACNES POINT CLEAR,ETL2,1.0,PCS,2022
A00207,ACNES UV TINT 30GR,ETL2,1.0,TUBE,2022
A00208,ACNES SPORT CARE 12GR,ETL2,1.0,TUBE,2022
B0000001,BACTODERM 5GR,RAK3,1.0,TUBE,2022
B0000002,BALSEM GELIGA 10 GR,ETL2,10.0,POT,2022
B0000003,BALSEM GELIGA 20 GR,ETL2,8.0,POT,2022
B0000004,BALSEM GELIGA 40 GR,ETL2,3.0,POT,2022
B0000005,BALSEM K3 20 GR,ETL2,3.0,POT,2022
B0000006,BALSEM LANG 10 GR,ETL2,5.0,POT,2022
B0000007,BALSEM LANG 20 GR,ETL2,2.0,POT,2022
B0000009,BALSEM TJIN TJAU 20 G,ETL2,4.0,POT,2022
B0000010,BALSEM TJIN TJAU 36 G,ETL2,2.0,POT,2022
B00000120,BROADAMOX,RAK1,18.0,STRIP,2022
B00000121,BROADAMOX DS 60ML,RAK4,3.0,BOTOL,2022
B00000125,BENEURON DRAGEE,ETL1,15.0,STRIP,2022
B0000013,BECOM-C,ETL1,18.0,STRIP,2022
B0000015,BENOSON CR 5G,RAK3,3.0,TUBE,2022
B0000018,BENZOLAC CL,RAK3,2.0,TUBE,2022
B0000019,BETADINE FEMINIME,ETL5B,4.0,BOTOL,2022
B0000020,BETADINE GARGLE 190ML,ETL2,5.0,BOTOL,2022
B00000208,BABY WIPPES 90'S,ETL5B,2.0,PCS,2022
B0000021,BETADINE GARGLE 100ML,ETL2,4.0,BOTOL,2022
B0000022,BETADINE OINT 10G,ETL3B,3.0,TUBE,2022
B0000023,BETADINE OINT 5G,ETL3B,4.0,TUBE,2022
B00000240,BIO OIL SKIN GEL 50ML,ETL2,1.0,BOTOL,2022
B0000025,BETADINE SOL 15 ML,ETL3B,7.0,BOTOL,2022
B0000026,BETADINE SOL 30 ML,ETL3B,4.0,BOTOL,2022
B0000027,BETADINE SOL 5 ML,ETL3B,13.0,BOTOL,2022
B0000028,BETAHISTINE,RAK2,18.0,STRIP,2022
B0000030,BETASON N CR 5G,RAK3,5.0,TUBE,2022
B0000031,BIOGESIC,ETL1,23.0,STRIP,2022
B0000032,BIOLYSIN KIDS ANGGUR,ETL3A,4.0,BOTOL,2022
B0000033,BIOLYSIN KIDS JERUK,ETL3A,4.0,BOTOL,2022
B0000034,BIOLYSIN KIDS STRAW,ETL3A,3.0,BOTOL,2022
B0000035,BIOPLACENTON 15GR,RAK3,2.0,TUBE,2022
B0000037,BISOLVON KIDS,ETL3A,2.0,BOTOL,2022
B0000038,BISOPROLOL 5MG,RAK2,9.0,STRIP,2022
B0000039,BODREX,ETL1,26.0,STRIP,2022
B0000040,BODREX EXTRA,ETL1,10.0,STRIP,2022
B0000041,BODREX FB DAHAK,ETL1,16.0,STRIP,2022
B0000042,BODREX FB KERING,ETL1,29.0,STRIP,2022
B0000043,BODREX MIGRA,ETL1,15.0,STRIP,2022
B0000044,BODREXIN DEMAM  SYR,ETL3A,4.0,BOTOL,2022
B0000045,BORRAGINOL N SUPPO,KULKAS,14.0,SUPP,2022
B0000046,BORRAGINOL S SUPPO,KULKAS,8.0,SUPP,2022
B0000050,BYE BYE FEVER ANAK,ETL5B,19.0,SACHET,2022
B0000054,BRONCHITIN SYR,ETL3A,3.0,BOTOL,2022
B0000057,BYE BYE FEVER BAYI,ETL5B,25.0,LEMBAR,2022
B0000058,BATUGIN 120 ML,ETL2,3.0,BOTOL,2022
B0000061,BATUGIN 300ML,ETL5B,2.0,BOTOL,2022
B0000065,BUFACORT N 5G,RAK3,9.0,TUBE,2022
B0000067,BETADINE PLESTER JUNIOR,ETL3B,2.0,PCS,2022
B0000072,BETAMETHASON 0.1%,RAK3,28.0,TUBE,2022
B0000073,BODREXIN  FB PE ANAK SYR (KERING),ETL3A,7.0,BOTOL,2022
B0000074,BUFANTACID,ETL1,14.0,STRIP,2022
B0000076,BUFANTACID FORTE SYR,ETL1,8.0,BOTOL,2022
B0000078,BALPIRIK EXTRA MERAH,ETL2,2.0,POT,2022
B0000081,BIOLYSIN SMART 60ML,ETL3A,4.0,BOTOL,2022
B0000082,BETADINE SABUN CAIR 100ML,ETL5B,4.0,BOTOL,2022
B0000088,BODREXIN FB PE ANAK SYR (DAHAK),ETL3A,7.0,BOTOL,2022
B0000090,BETADINE SOL 60ML,ETL3B,2.0,BOTOL,2022
B0000091,BENECOL ORANGE,SC,15.0,BOTOL,2022
B0000092,BIOVISION,ETL2,6.0,BLISTER,2022
B0000097,BALSEM LANG 40GR,ETL2,7.0,POT,2022
B0000101,BORRAGINOL S OINT,RAK3,1.0,TUBE,2022
B0000103,BEVALEX CR,RAK3,8.0,TUBE,2022
B0000108,BEAR BRAND,SC,11.0,KLG,2022
B0000109,BUFACARYL,RAK1,24.0,STRIP,2022
B0000118,BRONKRIS TAB,ETL1,32.0,STRIP,2022
B0000119,BORRAGINOL N OINT,RAK3,2.0,TUBE,2022
B0000125,BREAST PADS YOUNG YOUNG,ETL5B,3.0,PCS,2022
B0000193,BIOMEGA,RAK1,13.0,STRIP,2022
B0000197,BIC NAT,ETL3B,200.0,TABLET,2022
B0000199,BODREX FB KERING SYR (DEWASA),ETL3A,6.0,BOTOL,2022
B0000200,BODREX PE DAHAK SYR (DEWASA),ETL3A,7.0,BOTOL,2022
B0000201,BETOMINPLEX BOTOL,ETL1,2.0,BOTOL,2022
B0000204,BENZOLAC GEL 2.5% 5GR,RAK3,2.0,TUBE,2022
B0000207,BABY WASH 2IN1 PIGEON,ETL5B,3.0,BOTOL,2022
B0000216,BATSARIA 10ML,ETL2,3.0,BOTOL,2022
B0000220,BISACODYL TAB 5MG,ETL1,3.0,STRIP,2022
B0000224,BMT PHP 400GR,ETL5A,1.0,BOX,2022
B0000227,"BISOPROLOL 2,5MG",RAK2,10.0,STRIP,2022
B0000234,BEJO JAHE MERAH,ETL5B,63.0,SACHET,2022
B0000236,BECOM-ZET,ETL1,3.0,STRIP,2022
B0000238,BENZOLAC GEL 5% 5GR,RAK3,2.0,TUBE,2022
B0000241,BIMACYL,ETL1,15.0,STRIP,2022
B0000244,BLACKSOAP,ETL2,2.0,PCS,2022
B0000266,BINTAMOX TAB,RAK1,8.0,STRIP,2022
B0000268,BINTAMOX SYR,RAK4,3.0,BOTOL,2022
B0000271,BETADINE PLASTER WATERPROOF,ETL3B,2.0,PCS,2022
B0000273,BODREXIN TAB 4X4'S,ETL1,36.0,STRIP,2022
B0000275,BIOMAG TAB,ETL1,14.0,STRIP,2022
B0000276,BEBITHEN KRIM 20GR,ETL2,1.0,TUBE,2022
B0000278,BIOLYSIN SYR 60 ML,ETL4,1.0,BOTOL,2022
B0000279,BIOLYSIN DRAGEE TAB,ETL1,14.0,STRIP,2022
B0000281,BIOLYSIN EMULSION 250ML,ETL4,1.0,BOTOL,2022
B0000285,BENADRYL ORIGINAL 50ML,ETL3A,4.0,BOTOL,2022
B0000286,BENADRYL WET COUGH 50ML,ETL3A,2.0,BOTOL,2022
B0000287,BONE KIDZ TAB HISAP,ETL4,1.0,BOTOL,2022
B0000288,BIOLYSIN EMULSION 60ML,ETL4,2.0,BOTOL,2022
B0000289,BODREX BTK DOUBLE ACTION 60ML,ETL3A,6.0,BOTOL,2022
B0000291,BABY SHAMPOO PIGEON 100ML,ETL5B,4.0,BOTOL,2022
B0000292,BISOLVON LARUTAN 50ML,ETL3A,2.0,BOTOL,2022
B0000294,BEPANTHEN BABY 10GR,ETL2,1.0,TUBE,2022
B0000297,BYE BYE FEVER DEWASA,ETL5B,14.0,SACHET,2022
B0000298,BIOGASTRON TABLET,ETL1,20.0,STRIP,2022
B0000299,BODREXIN PILEK ELERGI SYR,ETL3A,6.0,BOTOL,2022
B000030,BROCHIFAR KPT,ETL1,11.0,STRIP,2022
B0000300,BRONEX TAB,ETL1,7.0,STRIP,2022
B0000301,BOTOL PENYIMPAN ASI 3S YOUNG YOUNG,ETL5B,2.0,BOX,2022
B0000302,BRUSH 2 IN 1 YOUNG YOUNG,ETL5B,1.0,PCS,2022
B0000304,BEEME NOURISHING BALM,ETL2,1.0,PCS,2022
B0000305,BODREXIN DEMAM FORTE SUSP 60ML,ETL3A,4.0,BOTOL,2022
B0000306,BODREX FLU KAPLET,ETL1,15.0,STRIP,2022
B0000308,BINASOL HERBAL,ETL2,2.0,TUBE,2022
B0000309,BETALGIN TAB,RAK1,10.0,STRIP,2022
B0000310,BISOPROLOL 5MG NOVEL,RAK2,9.0,STRIP,2022
B0000312,BETADINE LOZENGES ORANGE,ETL5B,3.0,DUS,2022
B000056,BROCHITIN TAB,RAK1,32.0,STRIP,2022
B000057,BRONKAF SYR 60ML,ETL3A,3.0,SYR,2022
B000073,BETAMOL,ETL1,20.0,STRIP,2022
B000089,BETADINE ELASTIC FABRIC,ETL3B,4.0,AMPLOP,2022
B000200,BETADINE VAGINAL 100ML,ETL5B,1.0,BOTOL,2022
B000207,BABY OIL BOTANICAL PIGEON 100ML,ETL2,6.0,BOTOL,2022
B000306,BODREXIN FLU PILEK ANAK 56ML,ETL3A,9.0,BOTOL,2022
C0000001,CALADINE LOT 95ML,ETL3B,8.0,BOTOL,2022
C0000002,CALADINE LOT 60ML,ETL3B,11.0,BOTOL,2022
C0000003,CALADINE TALK 100G,ETL3B,4.0,BOTOL,2022
C0000004,CALADINE TALK 60G,ETL3B,11.0,BOTOL,2022
C0000005,CALLUSOL,ETL2,5.0,BOTOL,2022
C0000006,CANDISTIN,RAK4,2.0,BOTOL,2022
C0000009,"CAPTOPRIL 12,5MG",RAK2,66.0,STRIP,2022
C0000010,CAPTOPRIL 25MG,RAK2,79.0,STRIP,2022
C00000102,COOLING 5 PLUS ORANGE,ETL2,13.0,BOTOL,2022
C0000012,CATAFLAM 25MG,RAK1,39.0,TABLET,2022
C0000013,CATAFLAM 50MG,RAK1,97.0,TABLET,2022
C0000014,CATAFLAM D 50MG,RAK1,50.0,TABLET,2022
C00000143,CANDESARTAN 16MG,RAK2,9.0,STRIP,2022
C0000015,CATARLENT 5ML,RAK4,2.0,FLS,2022
C0000016,CDR FORTOS,ETL3A,2.0,TUBE,2022
C00000177,CHILI PLAST 2.5CM,ETL3B,12.0,PCS,2022
C00000179,CALSI-5,ETL1,10.0,STRIP,2022
C0000018,CEFADROXIL 500MG,RAK2,22.0,STRIP,2022
C0000021,CEFIXIME 100MG CAP,RAK2,4.0,STRIP,2022
C0000023,CENDO LYTEERS 15ML,ETL2,5.0,FLS,2022
C0000025,"CENDO TIMOL 0,5%MG",RAK4,2.0,FLS,2022
C0000026,CENDO HYALUB 0.6ML MD,RAK4,1.0,FLS,2022
C0000027,CENDO XITROL MINI DOSE,RAK4,3.0,PACK,2022
C0000028,CENDO XITROL TM 5ML,RAK4,5.0,FLS,2022
C0000029,CEREBROFORT EXCEL,ETL1,2.0,STRIP,2022
C0000031,CEREBROFORT GOLD,ETL3A,2.0,BOTOL,2022
C0000032,CETIRIZINE 10MG,RAK2,60.0,STRIP,2022
C0000033,CHLORAMFECORT H CR 10G,RAK3,5.0,TUBE,2022
C0000035,CINOLON CR,RAK3,3.0,TUBE,2022
C0000037,CIPROFLOXACIN 500MG,RAK2,13.0,STRIP,2022
C0000040,CLINDAMYCIN 150MG,RAK2,1.0,STRIP,2022
C0000041,CLINDAMYCIN 300MG,RAK2,3.0,STRIP,2022
C0000042,CLINOVIR CR 5G,RAK3,1.0,TUBE,2022
C0000046,CONTREXIN,ETL1,30.0,STRIP,2022
C0000048,"CORTIDEX 0,5MG",RAK1,180.0,TABLET,2022
C0000049,COTRIMOXAZOLE 480MG,RAK2,5.0,STRIP,2022
C0000051,COUNTERPAIN 15 GR,ETL2,6.0,TUBE,2022
C0000052,COUNTERPAIN 30,ETL2,8.0,TUBE,2022
C0000053,COUNTERPAIN 5 GR,ETL2,6.0,TUBE,2022
C0000055,CTM PIM,ETL1,37.0,STRIP,2022
C0000058,CURCUMA IMUNS,ETL3A,1.0,BOTOL,2022
C0000059,CURCUMA PLUS DHA JERUK,ETL3A,5.0,BOTOL,2022
C0000060,CURCUMA PLUS DHA STRAW,ETL3A,3.0,BOTOL,2022
C0000065,CEREBROFORT GOLD STRAW,ETL3A,3.0,BOTOL,2022
C0000066,COLDREXIN SYR,ETL3A,8.0,BOTOL,2022
C0000067,COMBANTRIN 10ML,ETL1,13.0,BOTOL,2022
C0000070,CAVIPLEX TAB,ETL1,26.0,STRIP,2022
C0000071,CANESTEN 5 GR,ETL2,1.0,TUBE,2022
C0000072,CALCIFAR PLUS,ETL1,14.0,STRIP,2022
C0000075,COMBANTRIN 250MG,ETL1,30.0,STRIP,2022
C0000076,CAVIPLEX SYR,ETL3A,5.0,BOTOL,2022
C0000078,CALORTUSIN,ETL1,19.0,STRIP,2022
C0000079,COPAL CHEST 25 GR,ETL2,1.0,TUBE,2022
C0000080,CURVIT SYR 60 ML,ETL3A,3.0,BOTOL,2022
C0000082,CURCUMA PLUS GROW JRK,ETL4,2.0,BOTOL,2022
C0000083,CURVIT CL,ETL4,1.0,BOTOL,2022
C0000084,CURCUMA FCT TAB,ETL1,15.0,BLISTER,2022
C0000086,CDR JERUK,ETL3A,3.0,BOTOL,2022
C0000091,CEREBROFORT MARINE GUMMY ORANGE,ETL4,9.0,SACHET,2022
C0000095,CALADINE POWDER SOFT COMFORT 100gr,ETL3B,3.0,BOTOL,2022
C0000097,COUNTERPAIN 120GR,ETL2,3.0,TUBE,2022
C0000099,CHILI PLAST,ETL3B,31.0,ROLL,2022
C0000100,CALADINE BABY POW 50GR,ETL3B,5.0,BOTOL,2022
C0000101,COOLING 5 SPRAY,ETL2,6.0,BOTOL,2022
C0000103,CENTABIO GEL,RAK3,3.0,TUBE,2022
C0000104,CHILI PLAST KECIL,ETL3B,19.0,ROLL,2022
C0000106,CD SUNAT,ETL5B,11.0,PCS,2022
C0000107,CALADINE BABY 100GR,ETL3B,8.0,BOTOL,2022
C0000110,CATAFLAM FAST 50MG,RAK1,8.0,SACHET,2022
C0000113,COPARCETIN SYR,ETL3A,2.0,BOTOL,2022
C0000115,COPARCETIN KIDS,ETL3A,7.0,BOTOL,2022
C0000118,COUNTERPAIN COOL 5GR,ETL2,13.0,TUBE,2022
C0000122,CDR JERUK 15'S,ETL3A,4.0,BOTOL,2022
C0000126,COLFIN SYR,ETL3A,5.0,BOTOL,2022
C0000127,"CARBIDU 0,5",RAK1,40.0,STRIP,2022
C0000129,COLFIN TAB,ETL1,18.0,STRIP,2022
C0000139,CATARLENT MINI DOSE,RAK4,2.0,STRIP,2022
C0000140,CHILD GO COKLAT 140ML,SC,12.0,BOTOL,2022
C0000141,CHILD GO STRAW 140ML,SC,12.0,BOTOL,2022
C0000142,CANDESARTAN 8MG,RAK2,4.0,STRIP,2022
C0000152,CHIL GO VANILA 140ML,SC,9.0,BOTOL,2022
C0000161,CIMORY,SC,6.0,BOTOL,2022
C0000162,CENDO LYTEERS MD,ETL2,1.0,STRIP,2022
C0000163,CHIL MIL SOYA 200GR,ETL5A,1.0,KLG,2022
C0000165,CIMORY MINI,SC,50.0,BOTOL,2022
C0000166,CEFADROXIL SYR 60ML,RAK4,1.0,BOTOL,2022
C0000167,CAPTOPRIL 50MG,RAK2,18.0,STRIP,2022
C0000169,CARBIDU 0.75MG,RAK1,43.0,STRIP,2022
C0000170,COPARCETIN TABLET,ETL1,20.0,STRIP,2022
C0000171,CEFIXIME D.S 100MG 30ML,RAK4,1.0,BOTOL,2022
C0000175,COD LIVER OIL 100'S,ETL5A,4.0,BOTOL,2022
C0000176,COD LIVER OIL 50'S,ETL5A,3.0,BOTOL,2022
C0000178,CALCIFAR,ETL1,13.0,STRIP,2022
C0000181,CAZETIN DROP,RAK4,2.0,BOTOL,2022
C0000183,CEFIXIME 200MG KAP,RAK2,37.0,STRIP,2022
C0000184,CENDO TIMOL 0.5% MD,RAK4,2.0,PCS,2022
